YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_NAME,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-10,WEEKENDS/HOLIDAY,6,Punggol Point,PW3,297,153
2023-10,WEEKDAY,6,Punggol Point,PW3,2729,1044
2023-10,WEEKENDS/HOLIDAY,10,Bras Basah,CC2,1446,3221
2023-10,WEEKDAY,10,Bras Basah,CC2,2499,9150
2023-10,WEEKDAY,14,Hillview,DT3,7354,7126
2023-10,WEEKENDS/HOLIDAY,14,Hillview,DT3,3707,2972
2023-10,WEEKDAY,10,Springleaf,TE4,2925,2859
2023-10,WEEKENDS/HOLIDAY,10,Springleaf,TE4,1901,1801
2023-10,WEEKDAY,9,Kadaloor,PE5,9056,2797
2023-10,WEEKENDS/HOLIDAY,9,Kadaloor,PE5,3573,1006
2023-10,WEEKENDS/HOLIDAY,21,Mayflower,TE6,1599,5899
2023-10,WEEKDAY,21,Mayflower,TE6,3497,16350
2023-10,WEEKDAY,8,Serangoon,NE12/CC13,170378,48902
2023-10,WEEKENDS/HOLIDAY,8,Serangoon,NE12/CC13,22070,13686
2023-10,WEEKENDS/HOLIDAY,6,Kembangan,EW6,1772,893
2023-10,WEEKDAY,6,Kembangan,EW6,12467,6084
2023-10,WEEKDAY,20,Yew Tee,NS5,16294,50125
2023-10,WEEKENDS/HOLIDAY,20,Yew Tee,NS5,7013,17084
2023-10,WEEKENDS/HOLIDAY,14,Caldecott,CC17/TE9,2100,1970
2023-10,WEEKDAY,14,Caldecott,CC17/TE9,5303,5708
2023-10,WEEKENDS/HOLIDAY,8,King Albert Park,DT6,2603,3580
2023-10,WEEKDAY,8,King Albert Park,DT6,15745,22679
2023-10,WEEKDAY,19,Thanggam,SW4,1816,6505
2023-10,WEEKENDS/HOLIDAY,19,Thanggam,SW4,810,1444
2023-10,WEEKENDS/HOLIDAY,19,Clarke Quay,NE5,7362,7679
2023-10,WEEKDAY,19,Clarke Quay,NE5,31885,18109
2023-10,WEEKENDS/HOLIDAY,19,Braddell,NS18,4716,7489
2023-10,WEEKDAY,19,Braddell,NS18,16328,28270
2023-10,WEEKDAY,11,Cashew,DT2,2599,837
2023-10,WEEKENDS/HOLIDAY,11,Cashew,DT2,1157,457
2023-10,WEEKENDS/HOLIDAY,23,Kaki Bukit,DT28,536,3668
2023-10,WEEKDAY,23,Kaki Bukit,DT28,1606,7144
2023-10,WEEKENDS/HOLIDAY,16,Woodleigh,NE11,6875,6788
2023-10,WEEKDAY,16,Woodleigh,NE11,20820,14352
2023-10,WEEKENDS/HOLIDAY,11,Sembawang,NS11,21200,11386
2023-10,WEEKDAY,11,Sembawang,NS11,33087,19331
2023-10,WEEKENDS/HOLIDAY,10,Sumang,PW6,1137,370
2023-10,WEEKDAY,10,Sumang,PW6,1944,791
2023-10,WEEKDAY,13,Beauty World,DT5,15279,12267
2023-10,WEEKENDS/HOLIDAY,13,Beauty World,DT5,9639,6910
2023-10,WEEKDAY,0,Bugis,EW12/DT14,869,1031
2023-10,WEEKENDS/HOLIDAY,0,Bugis,EW12/DT14,509,545
2023-10,WEEKENDS/HOLIDAY,11,Stevens,DT10/TE11,3953,2183
2023-10,WEEKDAY,11,Stevens,DT10/TE11,8609,4386
2023-10,WEEKENDS/HOLIDAY,17,Riviera,PE4,995,1066
2023-10,WEEKDAY,17,Riviera,PE4,1996,2737
2023-10,WEEKDAY,9,Kangkar,SE4,5906,2754
2023-10,WEEKENDS/HOLIDAY,9,Kangkar,SE4,2430,1341
2023-10,WEEKDAY,15,Marina South Pier,NS28,3611,2279
2023-10,WEEKENDS/HOLIDAY,15,Marina South Pier,NS28,2604,2784
2023-10,WEEKDAY,6,Bugis,EW12/DT14,15365,18172
2023-10,WEEKENDS/HOLIDAY,6,Bugis,EW12/DT14,4555,4609
2023-10,WEEKDAY,9,Segar,BP11,5860,1606
2023-10,WEEKENDS/HOLIDAY,9,Segar,BP11,1916,622
2023-10,WEEKDAY,21,Maxwell,TE18,10381,3183
2023-10,WEEKENDS/HOLIDAY,21,Maxwell,TE18,3358,1557
2023-10,WEEKDAY,9,Fajar,BP10,4978,2760
2023-10,WEEKENDS/HOLIDAY,9,Fajar,BP10,1504,998
2023-10,WEEKENDS/HOLIDAY,10,Kembangan,EW6,6969,3775
2023-10,WEEKDAY,10,Kembangan,EW6,12090,7093
2023-10,WEEKDAY,5,Lakeside,EW26,20057,2115
2023-10,WEEKENDS/HOLIDAY,5,Lakeside,EW26,3309,280
2023-10,WEEKENDS/HOLIDAY,16,Braddell,NS18,5822,5929
2023-10,WEEKDAY,16,Braddell,NS18,14191,14103
2023-10,WEEKDAY,15,Chinese Garden,EW25,7267,7408
2023-10,WEEKENDS/HOLIDAY,15,Chinese Garden,EW25,4640,4976
2023-10,WEEKDAY,7,Bright Hill,TE7,15228,12135
2023-10,WEEKENDS/HOLIDAY,7,Bright Hill,TE7,1419,1135
2023-10,WEEKENDS/HOLIDAY,22,Bedok North,DT29,821,4012
2023-10,WEEKDAY,22,Bedok North,DT29,1875,10117
2023-10,WEEKENDS/HOLIDAY,5,Tampines East,DT33,1155,16
2023-10,WEEKDAY,5,Tampines East,DT33,6526,41
2023-10,WEEKDAY,19,Kupang,SW3,1513,5778
2023-10,WEEKENDS/HOLIDAY,19,Kupang,SW3,647,1182
2023-10,WEEKDAY,16,Bukit Gombak,NS3,15411,24388
2023-10,WEEKENDS/HOLIDAY,16,Bukit Gombak,NS3,8437,9170
2023-10,WEEKENDS/HOLIDAY,12,Farmway,SW2,3262,2220
2023-10,WEEKDAY,12,Farmway,SW2,4714,3603
2023-10,WEEKDAY,18,Bishan,NS17/CC15,80697,132791
2023-10,WEEKENDS/HOLIDAY,18,Bishan,NS17/CC15,20555,23626
2023-10,WEEKENDS/HOLIDAY,19,Marina South Pier,NS28,2134,717
2023-10,WEEKDAY,19,Marina South Pier,NS28,2097,1132
2023-10,WEEKENDS/HOLIDAY,9,Tampines East,DT33,9430,2539
2023-10,WEEKDAY,9,Tampines East,DT33,40603,6606
2023-10,WEEKDAY,14,Little India,NE7/DT12,26754,30429
2023-10,WEEKENDS/HOLIDAY,14,Little India,NE7/DT12,20158,22092
2023-10,WEEKDAY,8,Bencoolen,DT21,9375,24735
2023-10,WEEKENDS/HOLIDAY,8,Bencoolen,DT21,1229,2978
2023-10,WEEKDAY,8,Tanah Merah,EW4,53507,25875
2023-10,WEEKENDS/HOLIDAY,8,Tanah Merah,EW4,8552,4289
2023-10,WEEKDAY,20,Joo Koon,EW29,24870,7482
2023-10,WEEKENDS/HOLIDAY,20,Joo Koon,EW29,5615,8343
2023-10,WEEKDAY,12,Phoenix,BP5,2271,1843
2023-10,WEEKENDS/HOLIDAY,12,Phoenix,BP5,1071,799
2023-10,WEEKDAY,0,Khatib,NS14,1191,5913
2023-10,WEEKENDS/HOLIDAY,0,Khatib,NS14,560,2668
2023-10,WEEKENDS/HOLIDAY,22,one-north,CC23,1196,613
2023-10,WEEKDAY,22,one-north,CC23,6252,1323
2023-10,WEEKENDS/HOLIDAY,21,Redhill,EW18,3514,6786
2023-10,WEEKDAY,21,Redhill,EW18,11337,18855
2023-10,WEEKENDS/HOLIDAY,7,Orchard Boulevard,TE13,318,1618
2023-10,WEEKDAY,7,Orchard Boulevard,TE13,1909,6898
2023-10,WEEKDAY,7,Kangkar,SE4,11465,1937
2023-10,WEEKENDS/HOLIDAY,7,Kangkar,SE4,1245,798
2023-10,WEEKENDS/HOLIDAY,13,Tampines East,DT33,7758,5549
2023-10,WEEKDAY,13,Tampines East,DT33,15157,11890
2023-10,WEEKENDS/HOLIDAY,13,Marina South Pier,NS28,1904,2793
2023-10,WEEKDAY,13,Marina South Pier,NS28,2579,2192
2023-10,WEEKENDS/HOLIDAY,13,Tongkang,SW7,1404,1022
2023-10,WEEKDAY,13,Tongkang,SW7,3503,3229
2023-10,WEEKENDS/HOLIDAY,14,Tampines,EW2/DT32,27746,27096
2023-10,WEEKDAY,14,Tampines,EW2/DT32,46975,50316
2023-10,WEEKDAY,7,Kallang,EW10,32955,11296
2023-10,WEEKENDS/HOLIDAY,7,Kallang,EW10,6107,2682
2023-10,WEEKDAY,12,Bedok,EW5,33073,27917
2023-10,WEEKENDS/HOLIDAY,12,Bedok,EW5,18783,14721
2023-10,WEEKENDS/HOLIDAY,10,Orchard Boulevard,TE13,1328,1800
2023-10,WEEKDAY,10,Orchard Boulevard,TE13,3266,4152
2023-10,WEEKENDS/HOLIDAY,12,Dakota,CC8,4697,3928
2023-10,WEEKDAY,12,Dakota,CC8,15479,7798
2023-10,WEEKENDS/HOLIDAY,23,Phoenix,BP5,109,189
2023-10,WEEKDAY,23,Phoenix,BP5,311,557
2023-10,WEEKDAY,11,Kovan,NE13,24125,16100
2023-10,WEEKENDS/HOLIDAY,11,Kovan,NE13,15274,10279
2023-10,WEEKENDS/HOLIDAY,10,Buangkok,NE15,13138,4679
2023-10,WEEKDAY,10,Buangkok,NE15,23580,8542
2023-10,WEEKDAY,23,Raffles Place,EW14/NS26,19600,1647
2023-10,WEEKENDS/HOLIDAY,23,Raffles Place,EW14/NS26,7025,928
2023-10,WEEKENDS/HOLIDAY,9,Rochor,DT13,2421,5605
2023-10,WEEKDAY,9,Rochor,DT13,7525,22010
2023-10,WEEKDAY,6,Rochor,DT13,4030,2714
2023-10,WEEKENDS/HOLIDAY,6,Rochor,DT13,930,894
2023-10,WEEKENDS/HOLIDAY,19,Telok Blangah,CC28,1390,2206
2023-10,WEEKDAY,19,Telok Blangah,CC28,4392,9719
2023-10,WEEKENDS/HOLIDAY,20,Sengkang,NE16/STC,13816,22079
2023-10,WEEKDAY,20,Sengkang,NE16/STC,35296,70124
2023-10,WEEKENDS/HOLIDAY,15,Teck Whye,BP4,640,581
2023-10,WEEKDAY,15,Teck Whye,BP4,8225,2262
2023-10,WEEKDAY,8,Orchard,TE14/NS22,24122,132907
2023-10,WEEKENDS/HOLIDAY,8,Orchard,TE14/NS22,5290,29820
2023-10,WEEKDAY,0,Chinese Garden,EW25,58,1173
2023-10,WEEKENDS/HOLIDAY,0,Chinese Garden,EW25,41,684
2023-10,WEEKENDS/HOLIDAY,13,Woodlands South ,TE3,3664,2665
2023-10,WEEKDAY,13,Woodlands South ,TE3,9953,7619
2023-10,WEEKENDS/HOLIDAY,5,King Albert Park,DT6,52,28
2023-10,WEEKDAY,5,King Albert Park,DT6,160,243
2023-10,WEEKENDS/HOLIDAY,18,Fajar,BP10,1020,1734
2023-10,WEEKDAY,18,Fajar,BP10,3752,11405
2023-10,WEEKENDS/HOLIDAY,15,Maxwell,TE18,5321,3057
2023-10,WEEKDAY,15,Maxwell,TE18,8114,5700
2023-10,WEEKDAY,11,Buona Vista,EW21/CC22,22545,20113
2023-10,WEEKENDS/HOLIDAY,11,Buona Vista,EW21/CC22,9389,11782
2023-10,WEEKENDS/HOLIDAY,13,Novena,NS20,22415,14629
2023-10,WEEKDAY,13,Novena,NS20,48617,50183
2023-10,WEEKENDS/HOLIDAY,22,Kupang,SW3,160,909
2023-10,WEEKDAY,22,Kupang,SW3,371,2567
2023-10,WEEKDAY,14,Coral Edge,PE3,5749,8336
2023-10,WEEKENDS/HOLIDAY,14,Coral Edge,PE3,2780,3038
2023-10,WEEKENDS/HOLIDAY,10,Kovan,NE13,14355,11106
2023-10,WEEKDAY,10,Kovan,NE13,25719,16676
2023-10,WEEKENDS/HOLIDAY,17,Punggol,NE17/PTC,24739,26939
2023-10,WEEKDAY,17,Punggol,NE17/PTC,53483,80256
2023-10,WEEKDAY,5,Rumbia,SE2,3544,60
2023-10,WEEKENDS/HOLIDAY,5,Rumbia,SE2,654,14
2023-10,WEEKDAY,17,Dhoby Ghaut,NS24/NE6/CC1,62514,44534
2023-10,WEEKENDS/HOLIDAY,17,Dhoby Ghaut,NS24/NE6/CC1,26872,20098
2023-10,WEEKDAY,15,Meridian,PE2,4054,6106
2023-10,WEEKENDS/HOLIDAY,15,Meridian,PE2,2051,2519
2023-10,WEEKENDS/HOLIDAY,5,Fort Canning,DT20,27,0
2023-10,WEEKDAY,5,Fort Canning,DT20,87,0
2023-10,WEEKENDS/HOLIDAY,22,Gardens by the Bay,TE22,1651,192
2023-10,WEEKDAY,22,Gardens by the Bay,TE22,1958,429
2023-10,WEEKENDS/HOLIDAY,10,Eunos,EW7,8804,6439
2023-10,WEEKDAY,10,Eunos,EW7,16166,10313
2023-10,WEEKENDS/HOLIDAY,8,Marsiling,NS8,11014,6941
2023-10,WEEKDAY,8,Marsiling,NS8,58032,21159
2023-10,WEEKDAY,22,Expo,CG1/DT35,14019,2043
2023-10,WEEKENDS/HOLIDAY,22,Expo,CG1/DT35,6242,1247
2023-10,WEEKENDS/HOLIDAY,16,Woodlands North ,TE1,1738,1358
2023-10,WEEKDAY,16,Woodlands North ,TE1,23472,2891
2023-10,WEEKENDS/HOLIDAY,12,Kent Ridge,CC24,4491,5511
2023-10,WEEKDAY,12,Kent Ridge,CC24,29568,30043
2023-10,WEEKENDS/HOLIDAY,8,Thanggam,SW4,1009,487
2023-10,WEEKDAY,8,Thanggam,SW4,6981,1580
2023-10,WEEKDAY,15,Jurong East,EW24/NS1,66151,57022
2023-10,WEEKENDS/HOLIDAY,15,Jurong East,EW24/NS1,41696,37260
2023-10,WEEKENDS/HOLIDAY,7,Dakota,CC8,2965,1864
2023-10,WEEKDAY,7,Dakota,CC8,22096,19741
2023-10,WEEKENDS/HOLIDAY,19,Bartley,CC12,2061,3512
2023-10,WEEKDAY,19,Bartley,CC12,6507,14812
2023-10,WEEKDAY,21,Serangoon,NE12/CC13,54588,66469
2023-10,WEEKENDS/HOLIDAY,21,Serangoon,NE12/CC13,22401,24346
2023-10,WEEKENDS/HOLIDAY,13,Mountbatten,CC7,3157,3096
2023-10,WEEKDAY,13,Mountbatten,CC7,8462,7615
2023-10,WEEKENDS/HOLIDAY,8,Hougang,NE14,15633,6925
2023-10,WEEKDAY,8,Hougang,NE14,117025,25603
2023-10,WEEKDAY,11,Joo Koon,EW29,6468,5919
2023-10,WEEKENDS/HOLIDAY,11,Joo Koon,EW29,4082,3223
2023-10,WEEKDAY,17,Marina Bay,NS27/CE2/TE20,18068,4487
2023-10,WEEKENDS/HOLIDAY,17,Marina Bay,NS27/CE2/TE20,2044,3053
2023-10,WEEKDAY,19,Rochor,DT13,20456,15259
2023-10,WEEKENDS/HOLIDAY,19,Rochor,DT13,6364,4648
2023-10,WEEKDAY,15,Redhill,EW18,13555,16012
2023-10,WEEKENDS/HOLIDAY,15,Redhill,EW18,6875,7646
2023-10,WEEKDAY,6,Eunos,EW7,21406,8776
2023-10,WEEKENDS/HOLIDAY,6,Eunos,EW7,3620,1707
2023-10,WEEKENDS/HOLIDAY,12,Damai,PE7,2834,1887
2023-10,WEEKDAY,12,Damai,PE7,4666,3666
2023-10,WEEKENDS/HOLIDAY,6,Sengkang,NE16/STC,7086,2591
2023-10,WEEKDAY,6,Sengkang,NE16/STC,52337,21517
2023-10,WEEKDAY,11,Sumang,PW6,1977,1085
2023-10,WEEKENDS/HOLIDAY,11,Sumang,PW6,1017,488
2023-10,WEEKENDS/HOLIDAY,0,Dakota,CC8,46,155
2023-10,WEEKDAY,0,Dakota,CC8,98,529
2023-10,WEEKDAY,13,Toa Payoh,NS19,41790,39872
2023-10,WEEKENDS/HOLIDAY,13,Toa Payoh,NS19,21812,20153
2023-10,WEEKENDS/HOLIDAY,9,Pasir Ris,EW1,16965,5911
2023-10,WEEKDAY,9,Pasir Ris,EW1,49774,13039
2023-10,WEEKENDS/HOLIDAY,12,Tampines West,DT31,4022,2666
2023-10,WEEKDAY,12,Tampines West,DT31,7202,6059
2023-10,WEEKENDS/HOLIDAY,21,Jurong East,EW24/NS1,45939,15151
2023-10,WEEKDAY,21,Jurong East,EW24/NS1,106942,31726
2023-10,WEEKENDS/HOLIDAY,10,Bangkit,BP9,1523,767
2023-10,WEEKDAY,10,Bangkit,BP9,3057,1400
2023-10,WEEKDAY,16,Tai Seng,CC11,24883,9860
2023-10,WEEKENDS/HOLIDAY,16,Tai Seng,CC11,7584,4665
2023-10,WEEKENDS/HOLIDAY,0,Esplanade,CC3,29,18
2023-10,WEEKDAY,0,Esplanade,CC3,77,25
2023-10,WEEKDAY,17,Woodlands,NS9/TE2,78461,129653
2023-10,WEEKENDS/HOLIDAY,17,Woodlands,NS9/TE2,29315,36075
2023-10,WEEKDAY,11,Bukit Batok,NS2,23349,17230
2023-10,WEEKENDS/HOLIDAY,11,Bukit Batok,NS2,13479,8621
2023-10,WEEKDAY,22,Bedok,EW5,12803,38089
2023-10,WEEKENDS/HOLIDAY,22,Bedok,EW5,5681,15721
2023-10,WEEKENDS/HOLIDAY,18,MacPherson,CC10/DT26,7765,6468
2023-10,WEEKDAY,18,MacPherson,CC10/DT26,69092,34717
2023-10,WEEKDAY,12,Cashew,DT2,4593,1472
2023-10,WEEKENDS/HOLIDAY,12,Cashew,DT2,1469,497
2023-10,WEEKDAY,21,Tampines East,DT33,5158,28476
2023-10,WEEKENDS/HOLIDAY,21,Tampines East,DT33,2287,10055
2023-10,WEEKENDS/HOLIDAY,16,Nibong,PW5,1959,1824
2023-10,WEEKDAY,16,Nibong,PW5,2502,3097
2023-10,WEEKENDS/HOLIDAY,17,Marina South Pier,NS28,3645,1437
2023-10,WEEKDAY,17,Marina South Pier,NS28,4654,2492
2023-10,WEEKDAY,7,Springleaf,TE4,8121,14544
2023-10,WEEKENDS/HOLIDAY,7,Springleaf,TE4,1037,2080
2023-10,WEEKDAY,22,Potong Pasir,NE10,5839,13930
2023-10,WEEKENDS/HOLIDAY,22,Potong Pasir,NE10,2288,5236
2023-10,WEEKENDS/HOLIDAY,11,Bukit Panjang,BP6/DT1,21138,13914
2023-10,WEEKDAY,11,Bukit Panjang,BP6/DT1,33561,25525
2023-10,WEEKENDS/HOLIDAY,13,Bartley,CC12,3636,2628
2023-10,WEEKDAY,13,Bartley,CC12,19916,8876
2023-10,WEEKDAY,22,Woodleigh,NE11,6949,8841
2023-10,WEEKENDS/HOLIDAY,22,Woodleigh,NE11,2901,3526
2023-10,WEEKDAY,10,Thanggam,SW4,2333,1151
2023-10,WEEKENDS/HOLIDAY,10,Thanggam,SW4,1435,730
2023-10,WEEKENDS/HOLIDAY,7,Napier,TE12,418,1823
2023-10,WEEKDAY,7,Napier,TE12,2353,10786
2023-10,WEEKDAY,13,Teck Whye,BP4,3195,4792
2023-10,WEEKENDS/HOLIDAY,13,Teck Whye,BP4,798,631
2023-10,WEEKDAY,8,Paya Lebar,EW8/CC9,56465,102817
2023-10,WEEKENDS/HOLIDAY,8,Paya Lebar,EW8/CC9,9824,19830
2023-10,WEEKENDS/HOLIDAY,5,Stevens,DT10/TE11,36,13
2023-10,WEEKDAY,5,Stevens,DT10/TE11,176,117
2023-10,WEEKDAY,19,Jalan Besar,DT22,13582,21169
2023-10,WEEKENDS/HOLIDAY,19,Jalan Besar,DT22,9194,8414
2023-10,WEEKENDS/HOLIDAY,8,Woodlands North ,TE1,1865,1951
2023-10,WEEKDAY,8,Woodlands North ,TE1,6060,46278
2023-10,WEEKENDS/HOLIDAY,6,Caldecott,CC17/TE9,1315,561
2023-10,WEEKDAY,6,Caldecott,CC17/TE9,9418,4951
2023-10,WEEKDAY,21,Haw Par Villa,CC25,4498,6327
2023-10,WEEKENDS/HOLIDAY,21,Haw Par Villa,CC25,1384,2697
2023-10,WEEKDAY,11,Rumbia,SE2,5950,3218
2023-10,WEEKENDS/HOLIDAY,11,Rumbia,SE2,3535,1940
2023-10,WEEKENDS/HOLIDAY,12,Yew Tee,NS5,15160,10516
2023-10,WEEKDAY,12,Yew Tee,NS5,27687,18536
2023-10,WEEKENDS/HOLIDAY,10,Tan Kah Kee,DT8,1968,1383
2023-10,WEEKDAY,10,Tan Kah Kee,DT8,5438,3610
2023-10,WEEKENDS/HOLIDAY,13,Dover,EW22,2775,2883
2023-10,WEEKDAY,13,Dover,EW22,14108,16366
2023-10,WEEKENDS/HOLIDAY,7,Woodlands,NS9/TE2,18436,14276
2023-10,WEEKDAY,7,Woodlands,NS9/TE2,167626,82863
2023-10,WEEKDAY,0,Springleaf,TE4,94,163
2023-10,WEEKENDS/HOLIDAY,0,Springleaf,TE4,54,65
2023-10,WEEKDAY,23,Segar,BP11,174,1370
2023-10,WEEKENDS/HOLIDAY,23,Segar,BP11,66,572
2023-10,WEEKENDS/HOLIDAY,11,Tampines,EW2/DT32,25567,21488
2023-10,WEEKDAY,11,Tampines,EW2/DT32,45218,38419
2023-10,WEEKDAY,16,Dhoby Ghaut,NS24/NE6/CC1,43052,32046
2023-10,WEEKENDS/HOLIDAY,16,Dhoby Ghaut,NS24/NE6/CC1,25773,21187
2023-10,WEEKENDS/HOLIDAY,0,Kranji,NS7,1118,1394
2023-10,WEEKDAY,0,Kranji,NS7,718,2506
2023-10,WEEKDAY,17,Bright Hill,TE7,11671,8006
2023-10,WEEKENDS/HOLIDAY,17,Bright Hill,TE7,2815,2587
2023-10,WEEKENDS/HOLIDAY,7,Tampines,EW2/DT32,13836,9737
2023-10,WEEKDAY,7,Tampines,EW2/DT32,131873,63468
2023-10,WEEKENDS/HOLIDAY,21,Woodlands,NS9/TE2,20560,26643
2023-10,WEEKDAY,21,Woodlands,NS9/TE2,45419,76231
2023-10,WEEKENDS/HOLIDAY,8,Kent Ridge,CC24,1934,5093
2023-10,WEEKDAY,8,Kent Ridge,CC24,8689,125629
2023-10,WEEKDAY,11,Fort Canning,DT20,5804,4924
2023-10,WEEKENDS/HOLIDAY,11,Fort Canning,DT20,2344,2864
2023-10,WEEKDAY,0,Phoenix,BP5,0,1
2023-10,WEEKDAY,14,Bright Hill,TE7,4812,5844
2023-10,WEEKENDS/HOLIDAY,14,Bright Hill,TE7,2565,2746
2023-10,WEEKDAY,9,Woodleigh,NE11,16437,12299
2023-10,WEEKENDS/HOLIDAY,9,Woodleigh,NE11,4890,4480
2023-10,WEEKENDS/HOLIDAY,18,Rochor,DT13,7275,5720
2023-10,WEEKDAY,18,Rochor,DT13,27640,21583
2023-10,WEEKENDS/HOLIDAY,13,Sixth Avenue,DT7,2166,2109
2023-10,WEEKDAY,13,Sixth Avenue,DT7,5240,5043
2023-10,WEEKDAY,17,Bishan,NS17/CC15,70284,76162
2023-10,WEEKENDS/HOLIDAY,17,Bishan,NS17/CC15,21970,23351
2023-10,WEEKENDS/HOLIDAY,7,Bartley,CC12,1672,1568
2023-10,WEEKDAY,7,Bartley,CC12,18644,23276
2023-10,WEEKENDS/HOLIDAY,12,Pending,BP8,636,579
2023-10,WEEKDAY,12,Pending,BP8,1447,1419
2023-10,WEEKDAY,18,Pioneer,EW28,61694,74921
2023-10,WEEKENDS/HOLIDAY,18,Pioneer,EW28,14295,14533
2023-10,WEEKDAY,10,South View,BP2,3476,1097
2023-10,WEEKENDS/HOLIDAY,10,South View,BP2,1639,620
2023-10,WEEKDAY,23,Commonwealth,EW20,1688,5812
2023-10,WEEKENDS/HOLIDAY,23,Commonwealth,EW20,732,2589
2023-10,WEEKENDS/HOLIDAY,21,Marina Bay,NS27/CE2/TE20,1190,1010
2023-10,WEEKDAY,21,Marina Bay,NS27/CE2/TE20,4998,1957
2023-10,WEEKDAY,6,Cove,PE1,6122,1743
2023-10,WEEKENDS/HOLIDAY,6,Cove,PE1,706,147
2023-10,WEEKDAY,8,Yio Chu Kang,NS15,38417,111716
2023-10,WEEKENDS/HOLIDAY,8,Yio Chu Kang,NS15,6801,5417
2023-10,WEEKDAY,16,Shenton Way,TE19,10032,2651
2023-10,WEEKENDS/HOLIDAY,16,Shenton Way,TE19,1441,959
2023-10,WEEKDAY,23,Tongkang,SW7,153,1580
2023-10,WEEKENDS/HOLIDAY,23,Tongkang,SW7,71,656
2023-10,WEEKDAY,20,Hillview,DT3,3000,11959
2023-10,WEEKENDS/HOLIDAY,20,Hillview,DT3,1486,3572
2023-10,WEEKENDS/HOLIDAY,12,Bartley,CC12,4423,2283
2023-10,WEEKDAY,12,Bartley,CC12,9528,5103
2023-10,WEEKENDS/HOLIDAY,12,Botanic Gardens,CC19/DT9,4824,4811
2023-10,WEEKDAY,12,Botanic Gardens,CC19/DT9,8999,7917
2023-10,WEEKDAY,5,Buangkok,NE15,5473,266
2023-10,WEEKENDS/HOLIDAY,5,Buangkok,NE15,791,18
2023-10,WEEKENDS/HOLIDAY,18,Queenstown,EW19,7757,8464
2023-10,WEEKDAY,18,Queenstown,EW19,42326,53757
2023-10,WEEKENDS/HOLIDAY,20,Bangkit,BP9,384,718
2023-10,WEEKDAY,20,Bangkit,BP9,1172,2920
2023-10,WEEKENDS/HOLIDAY,22,Fajar,BP10,331,1307
2023-10,WEEKDAY,22,Fajar,BP10,919,3703
2023-10,WEEKDAY,22,Paya Lebar,EW8/CC9,34566,23740
2023-10,WEEKENDS/HOLIDAY,22,Paya Lebar,EW8/CC9,13541,10383
2023-10,WEEKENDS/HOLIDAY,19,Yio Chu Kang,NS15,5706,6199
2023-10,WEEKDAY,19,Yio Chu Kang,NS15,36038,27669
2023-10,WEEKDAY,6,Springleaf,TE4,4168,4056
2023-10,WEEKENDS/HOLIDAY,6,Springleaf,TE4,634,774
2023-10,WEEKDAY,0,Tan Kah Kee,DT8,7,164
2023-10,WEEKENDS/HOLIDAY,0,Tan Kah Kee,DT8,8,74
2023-10,WEEKENDS/HOLIDAY,7,Sixth Avenue,DT7,1020,1786
2023-10,WEEKDAY,7,Sixth Avenue,DT7,6791,15030
2023-10,WEEKENDS/HOLIDAY,14,Khatib,NS14,13747,11893
2023-10,WEEKDAY,14,Khatib,NS14,22810,22684
2023-10,WEEKDAY,13,Punggol Point,PW3,1301,1268
2023-10,WEEKENDS/HOLIDAY,13,Punggol Point,PW3,492,404
2023-10,WEEKDAY,14,Bendemeer,DT23,2750,3413
2023-10,WEEKENDS/HOLIDAY,14,Bendemeer,DT23,1580,1781
2023-10,WEEKDAY,7,Kadaloor,PE5,24839,8629
2023-10,WEEKENDS/HOLIDAY,7,Kadaloor,PE5,2057,493
2023-10,WEEKDAY,20,Bras Basah,CC2,6484,2914
2023-10,WEEKENDS/HOLIDAY,20,Bras Basah,CC2,1622,964
2023-10,WEEKENDS/HOLIDAY,21,Samudera,PW4,2082,2211
2023-10,WEEKDAY,21,Samudera,PW4,3713,5776
2023-10,WEEKENDS/HOLIDAY,20,Stadium,CC6,7925,2448
2023-10,WEEKDAY,20,Stadium,CC6,13635,5583
2023-10,WEEKENDS/HOLIDAY,10,Punggol Point,PW3,694,282
2023-10,WEEKDAY,10,Punggol Point,PW3,1144,534
2023-10,WEEKDAY,19,Woodlands South ,TE3,7656,21789
2023-10,WEEKENDS/HOLIDAY,19,Woodlands South ,TE3,2052,3796
2023-10,WEEKENDS/HOLIDAY,17,Nicoll Highway,CC5,3779,2721
2023-10,WEEKDAY,17,Nicoll Highway,CC5,13385,4983
2023-10,WEEKENDS/HOLIDAY,10,Hillview,DT3,5527,1796
2023-10,WEEKDAY,10,Hillview,DT3,9438,3240
2023-10,WEEKDAY,5,Bright Hill,TE7,613,181
2023-10,WEEKENDS/HOLIDAY,5,Bright Hill,TE7,62,14
2023-10,WEEKDAY,23,Fajar,BP10,245,1758
2023-10,WEEKENDS/HOLIDAY,23,Fajar,BP10,127,702
2023-10,WEEKENDS/HOLIDAY,9,Bras Basah,CC2,1030,3082
2023-10,WEEKDAY,9,Bras Basah,CC2,2197,19119
2023-10,WEEKENDS/HOLIDAY,13,Tampines,EW2/DT32,29398,27453
2023-10,WEEKDAY,13,Tampines,EW2/DT32,53741,53524
2023-10,WEEKDAY,18,Yio Chu Kang,NS15,85247,40738
