DATETIME,DAY_TYPE,PT_NAME,TRAIN_LINES,PT_CODE,PT_LATITUDE,PT_LONGITUDE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-08-31 13:00:00,1,Jelapang,1,BP12,1.386703,103.764547,1238,760
2023-08-31 14:00:00,0,Bishan,2,NS17/CC15,1.35092,103.848206,47784,44555
2023-08-31 14:00:00,1,Bishan,2,NS17/CC15,1.35092,103.848206,22046,20554
2023-08-31 16:00:00,0,MacPherson,2,CC10/DT26,1.326769,103.889901,16511,13887
2023-08-31 16:00:00,1,MacPherson,2,CC10/DT26,1.326769,103.889901,7352,5982
2023-08-31 06:00:00,1,Kaki Bukit,1,DT28,1.335076,103.909057,3249,1214
2023-08-31 06:00:00,0,Kaki Bukit,1,DT28,1.335076,103.909057,17194,8350
2023-08-31 05:00:00,0,Sixth Avenue,1,DT7,1.331221,103.79718,180,108
2023-08-31 05:00:00,1,Sixth Avenue,1,DT7,1.331221,103.79718,33,1
2023-08-31 11:00:00,0,Nibong,1,PW5,1.411865,103.900321,2695,1734
2023-08-31 11:00:00,1,Nibong,1,PW5,1.411865,103.900321,2280,928
2023-08-31 18:00:00,1,Keat Hong,1,BP3,1.378604,103.749058,1896,2426
2023-08-31 18:00:00,0,Keat Hong,1,BP3,1.378604,103.749058,5411,14572
2023-08-31 22:00:00,0,Telok Blangah,1,CC28,1.270769,103.809878,1308,4812
2023-08-31 22:00:00,1,Telok Blangah,1,CC28,1.270769,103.809878,668,2049
2023-08-31 13:00:00,1,Layar,1,SW6,1.392141,103.880022,1787,1486
2023-08-31 13:00:00,0,Layar,1,SW6,1.392141,103.880022,5099,4524
2023-08-31 23:00:00,0,one-north,1,CC23,1.299854,103.787584,2134,644
2023-08-31 23:00:00,1,one-north,1,CC23,1.299854,103.787584,668,288
2023-08-31 22:00:00,1,Rochor,1,DT13,1.303601,103.852581,3186,3126
2023-08-31 22:00:00,0,Rochor,1,DT13,1.303601,103.852581,8832,7483
2023-08-31 23:00:00,0,Hougang,1,NE14,1.371406,103.892533,2891,20308
2023-08-31 23:00:00,1,Hougang,1,NE14,1.371406,103.892533,1369,8717
2023-08-31 22:00:00,0,Woodlands,2,NS9/TE2,1.436984,103.786406,26906,66111
2023-08-31 22:00:00,1,Woodlands,2,NS9/TE2,1.436984,103.786406,13750,27295
2023-08-31 12:00:00,0,Jalan Besar,1,DT22,1.305551,103.855443,7749,9472
2023-08-31 12:00:00,1,Jalan Besar,1,DT22,1.305551,103.855443,4537,6517
2023-08-31 18:00:00,0,Kaki Bukit,1,DT28,1.335076,103.909057,43012,28425
2023-08-31 18:00:00,1,Kaki Bukit,1,DT28,1.335076,103.909057,6144,6076
2023-08-31 12:00:00,1,Upper Changi,1,DT34,1.342218,103.961505,2569,1368
2023-08-31 12:00:00,0,Upper Changi,1,DT34,1.342218,103.961505,5006,3843
2023-08-31 09:00:00,1,Tongkang,1,SW7,1.389519,103.885829,1789,562
2023-08-31 09:00:00,0,Tongkang,1,SW7,1.389519,103.885829,4645,1287
2023-08-31 12:00:00,0,Punggol,2,NE17/PTC,1.405191,103.902367,40944,39132
2023-08-31 12:00:00,1,Punggol,2,NE17/PTC,1.405191,103.902367,26447,21664
2023-08-31 19:00:00,1,Farrer Park,1,NE8,1.312679,103.854872,27785,27864
2023-08-31 19:00:00,0,Farrer Park,1,NE8,1.312679,103.854872,41145,70119
2023-08-31 21:00:00,1,Kent Ridge,1,CC24,1.293629,103.784441,3653,2714
2023-08-31 21:00:00,0,Kent Ridge,1,CC24,1.293629,103.784441,29539,4721
2023-08-31 12:00:00,0,Paya Lebar,2,EW8/CC9,1.318214,103.893133,43205,55746
2023-08-31 12:00:00,1,Paya Lebar,2,EW8/CC9,1.318214,103.893133,30467,34706
2023-08-31 20:00:00,0,Phoenix,1,BP5,1.378798,103.758021,1672,2401
2023-08-31 20:00:00,1,Phoenix,1,BP5,1.378798,103.758021,546,856
2023-08-31 12:00:00,1,Tanjong Pagar,1,EW15,1.276385,103.846771,9996,14017
2023-08-31 12:00:00,0,Tanjong Pagar,1,EW15,1.276385,103.846771,35095,39669
2023-08-31 07:00:00,0,Thanggam,1,SW4,1.397378,103.87561,10206,1937
2023-08-31 07:00:00,1,Thanggam,1,SW4,1.397378,103.87561,713,395
2023-08-31 22:00:00,0,Tampines East,1,DT33,1.35631,103.955471,3526,26862
2023-08-31 22:00:00,1,Tampines East,1,DT33,1.35631,103.955471,1733,10387
2023-08-31 11:00:00,0,Jurong East,2,EW24/NS1,1.333207,103.742308,37033,70807
2023-08-31 11:00:00,1,Jurong East,2,EW24/NS1,1.333207,103.742308,21028,43750
2023-08-31 21:00:00,0,Chinese Garden,1,EW25,1.342436,103.732582,4783,14705
2023-08-31 21:00:00,1,Chinese Garden,1,EW25,1.342436,103.732582,2796,5961
2023-08-31 16:00:00,0,Bras Basah,1,CC2,1.296978,103.850715,8173,4808
2023-08-31 16:00:00,1,Bras Basah,1,CC2,1.296978,103.850715,3012,2895
2023-08-31 14:00:00,1,Bartley,1,CC12,1.342923,103.87966,2650,2814
2023-08-31 14:00:00,0,Bartley,1,CC12,1.342923,103.87966,12255,6518
2023-08-31 16:00:00,0,Novena,1,NS20,1.320089,103.843405,64695,29656
2023-08-31 16:00:00,1,Novena,1,NS20,1.320089,103.843405,17091,12215
2023-08-31 21:00:00,1,Yishun,1,NS13,1.429666,103.835044,18850,29142
2023-08-31 21:00:00,0,Yishun,1,NS13,1.429666,103.835044,47011,74137
2023-08-31 05:00:00,0,Yishun,1,NS13,1.429666,103.835044,28982,4084
2023-08-31 05:00:00,1,Yishun,1,NS13,1.429666,103.835044,5695,669
2023-08-31 05:00:00,0,Sumang,1,PW6,1.408501,103.898605,732,40
2023-08-31 05:00:00,1,Sumang,1,PW6,1.408501,103.898605,145,11
2023-08-31 13:00:00,0,Holland Village,1,CC21,1.311189,103.796119,13078,9059
2023-08-31 13:00:00,1,Holland Village,1,CC21,1.311189,103.796119,4894,5046
2023-08-31 14:00:00,0,Damai,1,PE7,1.405293,103.908606,3352,5195
2023-08-31 14:00:00,1,Damai,1,PE7,1.405293,103.908606,1947,2008
2023-08-31 10:00:00,0,Farrer Road,1,CC20,1.317606,103.807711,6450,3662
2023-08-31 10:00:00,1,Farrer Road,1,CC20,1.317606,103.807711,2945,2211
2023-08-31 00:00:00,1,Changi Airport,1,CG2,1.357622,103.988487,69,89
2023-08-31 00:00:00,0,Changi Airport,1,CG2,1.357622,103.988487,137,291
2023-08-31 16:00:00,0,Clarke Quay,1,NE5,1.288949,103.847521,15391,14505
2023-08-31 16:00:00,1,Clarke Quay,1,NE5,1.288949,103.847521,6203,7348
2023-08-31 11:00:00,0,Sengkang,2,NE16/STC,1.391682,103.895475,45042,34237
2023-08-31 11:00:00,1,Sengkang,2,NE16/STC,1.391682,103.895475,24640,17156
2023-08-31 09:00:00,1,Mayflower,1,TE6,1.3725,103.837222,6285,2252
2023-08-31 09:00:00,0,Mayflower,1,TE6,1.3725,103.837222,19142,4508
2023-08-31 13:00:00,0,Aljunied,1,EW9,1.316474,103.882762,24741,18035
2023-08-31 13:00:00,1,Aljunied,1,EW9,1.316474,103.882762,12909,11459
2023-08-31 16:00:00,1,Khatib,1,NS14,1.417423,103.832995,15763,13439
2023-08-31 16:00:00,0,Khatib,1,NS14,1.417423,103.832995,28985,35175
2023-08-31 11:00:00,0,Yio Chu Kang,1,NS15,1.381765,103.844923,22448,15923
2023-08-31 11:00:00,1,Yio Chu Kang,1,NS15,1.381765,103.844923,7246,3612
2023-08-31 05:00:00,0,Buona Vista,2,EW21/CC22,1.307337,103.790046,2431,1315
2023-08-31 05:00:00,1,Buona Vista,2,EW21/CC22,1.307337,103.790046,400,102
2023-08-31 11:00:00,1,Teck Whye,1,BP4,1.376738,103.753665,1138,584
2023-08-31 11:00:00,0,Teck Whye,1,BP4,1.376738,103.753665,7116,2700
2023-08-31 11:00:00,0,Marina Bay,3,NS27/CE2/TE20,1.276481,103.854598,4925,5028
2023-08-31 11:00:00,1,Marina Bay,3,NS27/CE2/TE20,1.276481,103.854598,1431,2944
2023-08-31 09:00:00,1,Bishan,2,NS17/CC15,1.35092,103.848206,19030,12724
2023-08-31 09:00:00,0,Bishan,2,NS17/CC15,1.35092,103.848206,65581,30891
2023-08-31 06:00:00,1,Kallang,1,EW10,1.311532,103.871372,4357,1380
2023-08-31 06:00:00,0,Kallang,1,EW10,1.311532,103.871372,21799,4305
2023-08-31 08:00:00,0,Marina South Pier,1,NS28,1.271422,103.863581,1183,2955
2023-08-31 08:00:00,1,Marina South Pier,1,NS28,1.271422,103.863581,332,1815
2023-08-31 07:00:00,0,Tuas Link,1,EW33,1.340371,103.636866,10153,16506
2023-08-31 07:00:00,1,Tuas Link,1,EW33,1.340371,103.636866,2483,2767
2023-08-31 18:00:00,0,Jelapang,1,BP12,1.386703,103.764547,3365,7700
2023-08-31 18:00:00,1,Jelapang,1,BP12,1.386703,103.764547,1005,835
2023-08-31 00:00:00,0,Raffles Place,2,EW14/NS26,1.284001,103.85155,907,243
2023-08-31 00:00:00,1,Raffles Place,2,EW14/NS26,1.284001,103.85155,192,64
2023-08-31 12:00:00,0,Woodlands South ,1,TE3,1.4273,103.7938,8412,4758
2023-08-31 12:00:00,1,Woodlands South ,1,TE3,1.4273,103.7938,4905,2040
2023-08-31 05:00:00,0,Tanjong Pagar,1,EW15,1.276385,103.846771,844,732
2023-08-31 05:00:00,1,Tanjong Pagar,1,EW15,1.276385,103.846771,154,44
2023-08-31 18:00:00,0,Kranji,1,NS7,1.425302,103.762049,40496,46275
2023-08-31 18:00:00,1,Kranji,1,NS7,1.425302,103.762049,17212,12234
2023-08-31 00:00:00,1,Yio Chu Kang,1,NS15,1.381765,103.844923,171,602
2023-08-31 00:00:00,0,Yio Chu Kang,1,NS15,1.381765,103.844923,470,1544
2023-08-31 15:00:00,0,Yio Chu Kang,1,NS15,1.381765,103.844923,31392,14175
2023-08-31 15:00:00,1,Yio Chu Kang,1,NS15,1.381765,103.844923,6483,5155
2023-08-31 22:00:00,1,Sixth Avenue,1,DT7,1.331221,103.79718,1168,1381
2023-08-31 22:00:00,0,Sixth Avenue,1,DT7,1.331221,103.79718,2646,3510
2023-08-31 15:00:00,0,Samudera,1,PW4,1.415955,103.902185,3957,5879
2023-08-31 15:00:00,1,Samudera,1,PW4,1.415955,103.902185,2860,2887
2023-08-31 22:00:00,0,Springleaf,1,TE4,1.397778,103.818611,3397,3209
2023-08-31 22:00:00,1,Springleaf,1,TE4,1.397778,103.818611,1477,1268
2023-08-31 08:00:00,0,Lentor,1,TE5,1.384722,103.836667,16280,5906
2023-08-31 08:00:00,1,Lentor,1,TE5,1.384722,103.836667,2080,1017
2023-08-31 17:00:00,1,Stadium,1,CC6,1.302847,103.875417,8434,9122
2023-08-31 17:00:00,0,Stadium,1,CC6,1.302847,103.875417,15142,19165
2023-08-31 08:00:00,1,Farrer Park,1,NE8,1.312679,103.854872,7379,9486
2023-08-31 08:00:00,0,Farrer Park,1,NE8,1.312679,103.854872,39784,44403
2023-08-31 20:00:00,0,Mountbatten,1,CC7,1.306106,103.883175,5028,10037
2023-08-31 20:00:00,1,Mountbatten,1,CC7,1.306106,103.883175,2142,4048
2023-08-31 20:00:00,0,Bukit Gombak,1,NS3,1.359043,103.751863,11403,33777
2023-08-31 20:00:00,1,Bukit Gombak,1,NS3,1.359043,103.751863,4637,10834
2023-08-31 10:00:00,0,Bakau,1,SE3,1.38804,103.905412,3723,1263
2023-08-31 10:00:00,1,Bakau,1,SE3,1.38804,103.905412,1804,819
2023-08-31 09:00:00,0,Outram Park,3,EW16/NE3/TE17,1.280319,103.839459,26860,74500
2023-08-31 09:00:00,1,Outram Park,3,EW16/NE3/TE17,1.280319,103.839459,7147,9051
2023-08-31 18:00:00,0,Sengkang,2,NE16/STC,1.391682,103.895475,69950,152898
2023-08-31 18:00:00,1,Sengkang,2,NE16/STC,1.391682,103.895475,21518,28424
2023-08-31 15:00:00,0,Clementi,1,EW23,1.314925,103.765341,48832,44961
2023-08-31 15:00:00,1,Clementi,1,EW23,1.314925,103.765341,21696,21449
2023-08-31 20:00:00,1,Farrer Park,1,NE8,1.312679,103.854872,29473,19488
2023-08-31 20:00:00,0,Farrer Park,1,NE8,1.312679,103.854872,39802,41579
2023-08-31 19:00:00,0,Tuas Link,1,EW33,1.340371,103.636866,7088,5842
2023-08-31 19:00:00,1,Tuas Link,1,EW33,1.340371,103.636866,2365,2481
2023-08-31 08:00:00,1,Havelock,1,TE16,1.287778,103.833611,2066,1624
2023-08-31 08:00:00,0,Havelock,1,TE16,1.287778,103.833611,11895,14060
2023-08-31 07:00:00,1,Phoenix,1,BP5,1.378798,103.758021,684,510
2023-08-31 07:00:00,0,Phoenix,1,BP5,1.378798,103.758021,6840,3966
2023-08-31 08:00:00,1,Layar,1,SW6,1.392141,103.880022,2034,607
2023-08-31 08:00:00,0,Layar,1,SW6,1.392141,103.880022,12658,2944
2023-08-31 16:00:00,1,Tanah Merah,1,EW4,1.327309,103.946479,8004,7875
2023-08-31 16:00:00,0,Tanah Merah,1,EW4,1.327309,103.946479,20225,16369
2023-08-31 14:00:00,0,Bras Basah,1,CC2,1.296978,103.850715,5452,7255
2023-08-31 14:00:00,1,Bras Basah,1,CC2,1.296978,103.850715,2427,2916
2023-08-31 12:00:00,0,Hougang,1,NE14,1.371406,103.892533,30720,20798
2023-08-31 12:00:00,1,Hougang,1,NE14,1.371406,103.892533,18176,10957
2023-08-31 20:00:00,0,Chinatown,2,NE4/DT19,1.284566,103.843626,92575,42778
2023-08-31 20:00:00,1,Chinatown,2,NE4/DT19,1.284566,103.843626,36230,19912
2023-08-31 00:00:00,1,Ranggung,1,SE5,1.384116,103.897386,27,146
2023-08-31 00:00:00,0,Ranggung,1,SE5,1.384116,103.897386,48,297
2023-08-31 23:00:00,0,Kembangan,1,EW6,1.320998,103.913433,1515,7555
2023-08-31 23:00:00,1,Kembangan,1,EW6,1.320998,103.913433,666,3037
2023-08-31 12:00:00,0,Promenade,2,CC4/DT15,1.294063,103.860156,18150,32051
2023-08-31 12:00:00,1,Promenade,2,CC4/DT15,1.294063,103.860156,5926,13953
2023-08-31 15:00:00,0,Chinatown,2,NE4/DT19,1.284566,103.843626,65254,56519
2023-08-31 15:00:00,1,Chinatown,2,NE4/DT19,1.284566,103.843626,38596,31956
2023-08-31 08:00:00,1,Cheng Lim,1,SW1,1.396332,103.89379,989,774
2023-08-31 08:00:00,0,Cheng Lim,1,SW1,1.396332,103.89379,4593,7877
2023-08-31 09:00:00,1,Admiralty,1,NS10,1.436984,103.786406,24114,10377
2023-08-31 09:00:00,0,Admiralty,1,NS10,1.436984,103.786406,65355,26394
2023-08-31 06:00:00,0,Marymount,1,CC16,1.349089,103.839116,9103,4577
2023-08-31 06:00:00,1,Marymount,1,CC16,1.349089,103.839116,1152,708
2023-08-31 13:00:00,0,Springleaf,1,TE4,1.397778,103.818611,3978,3565
2023-08-31 13:00:00,1,Springleaf,1,TE4,1.397778,103.818611,2785,1927
2023-08-31 11:00:00,0,Jelapang,1,BP12,1.386703,103.764547,3098,1242
2023-08-31 11:00:00,1,Jelapang,1,BP12,1.386703,103.764547,1599,716
2023-08-31 13:00:00,1,Punggol,2,NE17/PTC,1.405191,103.902367,25816,24124
2023-08-31 13:00:00,0,Punggol,2,NE17/PTC,1.405191,103.902367,44279,44469
2023-08-31 20:00:00,1,Beauty World,1,DT5,1.341607,103.775682,4502,6863
2023-08-31 20:00:00,0,Beauty World,1,DT5,1.341607,103.775682,12207,18558
2023-08-31 15:00:00,1,Jalan Besar,1,DT22,1.305551,103.855443,5455,5912
2023-08-31 15:00:00,0,Jalan Besar,1,DT22,1.305551,103.855443,7385,8110
2023-08-31 21:00:00,0,Labrador Park,1,CC27,1.27218,103.802557,5355,807
2023-08-31 21:00:00,1,Labrador Park,1,CC27,1.27218,103.802557,966,309
2023-08-31 15:00:00,0,Kangkar,1,SE4,1.383957,103.90216,2867,3918
2023-08-31 15:00:00,1,Kangkar,1,SE4,1.383957,103.90216,1593,1576
2023-08-31 19:00:00,1,Sumang,1,PW6,1.408501,103.898605,341,738
2023-08-31 19:00:00,0,Sumang,1,PW6,1.408501,103.898605,1185,3760
2023-08-31 08:00:00,1,Potong Pasir,1,NE10,1.331316,103.868779,5719,4666
2023-08-31 08:00:00,0,Potong Pasir,1,NE10,1.331316,103.868779,46304,41931
2023-08-31 15:00:00,0,Yew Tee,1,NS5,1.397383,103.747523,21770,27181
2023-08-31 15:00:00,1,Yew Tee,1,NS5,1.397383,103.747523,11982,12860
2023-08-31 11:00:00,1,Rochor,1,DT13,1.303601,103.852581,4750,6712
2023-08-31 11:00:00,0,Rochor,1,DT13,1.303601,103.852581,8673,14981
2023-08-31 20:00:00,1,Ubi,1,DT27,1.330008,103.898911,2160,4585
2023-08-31 20:00:00,0,Ubi,1,DT27,1.330008,103.898911,8157,10626
2023-08-31 20:00:00,1,Kupang,1,SW3,1.398271,103.881283,386,1279
2023-08-31 20:00:00,0,Kupang,1,SW3,1.398271,103.881283,970,4060
2023-08-31 14:00:00,1,Outram Park,3,EW16/NE3/TE17,1.280319,103.839459,11810,8644
2023-08-31 14:00:00,0,Outram Park,3,EW16/NE3/TE17,1.280319,103.839459,31632,37170
2023-08-31 21:00:00,0,Expo,2,CG1/DT35,1.334479,103.961459,22390,3408
2023-08-31 21:00:00,1,Expo,2,CG1/DT35,1.334479,103.961459,11127,2073
2023-08-31 13:00:00,1,Newton,2,NS21/DT11,1.31383,103.838021,31502,31192
2023-08-31 13:00:00,0,Newton,2,NS21/DT11,1.31383,103.838021,54211,66812
2023-08-31 17:00:00,1,Napier,1,TE12,1.306944,103.819167,2376,1417
2023-08-31 17:00:00,0,Napier,1,TE12,1.306944,103.819167,14429,3231
2023-08-31 07:00:00,1,one-north,1,CC23,1.299854,103.787584,852,2793
2023-08-31 07:00:00,0,one-north,1,CC23,1.299854,103.787584,4078,38852
2023-08-31 16:00:00,1,Cheng Lim,1,SW1,1.396332,103.89379,1269,895
2023-08-31 16:00:00,0,Cheng Lim,1,SW1,1.396332,103.89379,5375,2609
2023-08-31 20:00:00,0,Buangkok,1,NE15,1.382991,103.893347,11084,38919
2023-08-31 20:00:00,1,Buangkok,1,NE15,1.382991,103.893347,4350,12040
2023-08-31 13:00:00,0,Joo Koon,1,EW29,1.327826,103.678318,9245,7446
2023-08-31 13:00:00,1,Joo Koon,1,EW29,1.327826,103.678318,5862,4074
2023-08-31 13:00:00,1,Gul Circle,1,EW30,1.319809,103.66083,1137,523
2023-08-31 13:00:00,0,Gul Circle,1,EW30,1.319809,103.66083,1271,1089
2023-08-31 07:00:00,1,Tuas West Road,1,EW32,1.330075,103.639636,2689,4819
2023-08-31 07:00:00,0,Tuas West Road,1,EW32,1.330075,103.639636,6141,34545
2023-08-31 07:00:00,1,Hougang,1,NE14,1.371406,103.892533,10733,4507
2023-08-31 07:00:00,0,Hougang,1,NE14,1.371406,103.892533,100982,41119
2023-08-31 13:00:00,1,Bakau,1,SE3,1.38804,103.905412,1724,1242
2023-08-31 13:00:00,0,Bakau,1,SE3,1.38804,103.905412,4318,3349
2023-08-31 20:00:00,0,Gul Circle,1,EW30,1.319809,103.66083,6585,1493
