YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-08,WEEKDAY,20,TRAIN,EW29,26401,7743
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,EW29,5423,7893
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,BP5,1228,936
2023-08,WEEKDAY,12,TRAIN,BP5,2356,1730
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,NE16/STC,13812,23713
2023-08,WEEKDAY,20,TRAIN,NE16/STC,36207,73027
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,NS20,22429,14829
2023-08,WEEKDAY,13,TRAIN,NS20,49760,50545
2023-08,WEEKDAY,22,TRAIN,SW3,347,2806
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,SW3,194,1026
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,PE3,3021,2931
2023-08,WEEKDAY,14,TRAIN,PE3,5894,8228
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NE13,14219,11267
2023-08,WEEKDAY,10,TRAIN,NE13,25596,16381
2023-08,WEEKDAY,17,TRAIN,NE17/PTC,53977,81743
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NE17/PTC,25300,26993
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,SE2,688,21
2023-08,WEEKDAY,5,TRAIN,SE2,3601,78
2023-08,WEEKDAY,17,TRAIN,NS24/NE6/CC1,66518,47579
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NS24/NE6/CC1,27100,22274
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,PE2,2268,2496
2023-08,WEEKDAY,15,TRAIN,PE2,4673,6478
2023-08,WEEKDAY,15,TRAIN,BP4,9753,2414
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,BP4,771,787
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,TE14/NS22,5115,29651
2023-08,WEEKDAY,8,TRAIN,TE14/NS22,25417,135974
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,EW25,36,713
2023-08,WEEKDAY,0,TRAIN,EW25,43,1298
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,TE3,3743,2557
2023-08,WEEKDAY,13,TRAIN,TE3,8855,6837
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,DT6,52,36
2023-08,WEEKDAY,5,TRAIN,DT6,201,338
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,BP10,1151,2105
2023-08,WEEKDAY,18,TRAIN,BP10,4065,11120
2023-08,WEEKDAY,15,TRAIN,TE18,8904,6215
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,TE18,5805,3434
2023-08,WEEKDAY,11,TRAIN,EW21/CC22,23631,21142
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,EW21/CC22,9644,11446
2023-08,WEEKDAY,5,TRAIN,DT20,48,0
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,DT20,17,0
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,TE22,3819,256
2023-08,WEEKDAY,22,TRAIN,TE22,3603,472
2023-08,WEEKDAY,10,TRAIN,EW7,16406,10413
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,EW7,8657,5743
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NS8,10394,7039
2023-08,WEEKDAY,8,TRAIN,NS8,58426,21961
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,CG1/DT35,6707,1371
2023-08,WEEKDAY,22,TRAIN,CG1/DT35,13937,2472
2023-08,WEEKDAY,16,TRAIN,TE1,25540,3446
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,TE1,1880,1401
2023-08,WEEKDAY,12,TRAIN,CC24,29877,28700
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,CC24,4550,5682
2023-08,WEEKDAY,8,TRAIN,SW4,6948,1704
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,SW4,1092,482
2023-08,WEEKDAY,15,TRAIN,EW24/NS1,68991,62529
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,EW24/NS1,44302,39414
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CC8,2766,1816
2023-08,WEEKDAY,7,TRAIN,CC8,22164,22978
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,CC12,2036,3209
2023-08,WEEKDAY,19,TRAIN,CC12,6452,14725
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,NE12/CC13,23118,27032
2023-08,WEEKDAY,21,TRAIN,NE12/CC13,57390,69419
2023-08,WEEKDAY,13,TRAIN,CC7,6691,6955
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,CC7,3425,3207
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NE14,15199,6687
2023-08,WEEKDAY,8,TRAIN,NE14,117338,26221
2023-08,WEEKDAY,11,TRAIN,EW29,6441,5994
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,EW29,4172,3208
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NS27/CE2/TE20,2760,6149
2023-08,WEEKDAY,17,TRAIN,NS27/CE2/TE20,18563,4937
2023-08,WEEKDAY,19,TRAIN,DT13,20506,16033
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,DT13,6571,4766
2023-08,WEEKDAY,15,TRAIN,EW18,15978,16690
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,EW18,7559,7592
2023-08,WEEKDAY,6,TRAIN,EW7,21959,8616
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,EW7,3727,1649
2023-08,WEEKDAY,0,TRAIN,CC8,140,514
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,CC8,43,250
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,NS19,20688,19663
2023-08,WEEKDAY,13,TRAIN,NS19,40355,38721
2023-08,WEEKDAY,9,TRAIN,EW1,49493,13016
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,EW1,16734,5940
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,DT31,3902,2750
2023-08,WEEKDAY,12,TRAIN,DT31,7305,6270
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW24/NS1,49263,16945
2023-08,WEEKDAY,21,TRAIN,EW24/NS1,116287,32915
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,BP9,1716,854
2023-08,WEEKDAY,10,TRAIN,BP9,2965,1484
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,CC11,7465,4658
2023-08,WEEKDAY,16,TRAIN,CC11,24758,10220
2023-08,WEEKDAY,0,TRAIN,CC3,83,28
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,CC3,33,32
2023-08,WEEKDAY,17,TRAIN,NS9/TE2,79321,127014
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NS9/TE2,29211,34428
2023-08,WEEKDAY,11,TRAIN,NS2,23707,16995
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,NS2,14017,8781
2023-08,WEEKDAY,22,TRAIN,EW5,14004,39921
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,EW5,6260,17009
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,CC10/DT26,7442,6626
2023-08,WEEKDAY,18,TRAIN,CC10/DT26,70929,35054
2023-08,WEEKDAY,12,TRAIN,PE7,4352,3345
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,PE7,2859,1828
2023-08,WEEKDAY,6,TRAIN,NE16/STC,53879,22430
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,NE16/STC,6802,2651
2023-08,WEEKDAY,11,TRAIN,PW6,2009,1193
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,PW6,1157,600
2023-08,WEEKDAY,12,TRAIN,DT2,3629,1348
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,DT2,1624,561
2023-08,WEEKDAY,21,TRAIN,DT33,5628,29395
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,DT33,2377,11019
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,PW5,1816,1852
2023-08,WEEKDAY,16,TRAIN,PW5,2787,3342
2023-08,WEEKDAY,17,TRAIN,NS28,3552,2497
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NS28,3460,1853
2023-08,WEEKDAY,7,TRAIN,TE4,8613,13992
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,TE4,1127,1812
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,NE10,2376,6042
2023-08,WEEKDAY,22,TRAIN,NE10,5912,15628
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,BP6/DT1,22270,15016
2023-08,WEEKDAY,11,TRAIN,BP6/DT1,33546,26549
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,CC12,3292,2723
2023-08,WEEKDAY,13,TRAIN,CC12,17984,7282
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,NE11,3112,3871
2023-08,WEEKDAY,22,TRAIN,NE11,7373,8941
2023-08,WEEKDAY,10,TRAIN,SW4,2168,1047
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,SW4,1447,695
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,TE12,388,1843
2023-08,WEEKDAY,7,TRAIN,TE12,2397,10776
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,TE1,1771,1953
2023-08,WEEKDAY,8,TRAIN,TE1,6197,52111
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,CC17/TE9,1355,645
2023-08,WEEKDAY,6,TRAIN,CC17/TE9,10592,5547
2023-08,WEEKDAY,21,TRAIN,CC25,5355,6809
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,CC25,1139,3070
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,SE2,3474,1864
2023-08,WEEKDAY,11,TRAIN,SE2,6024,3518
2023-08,WEEKDAY,12,TRAIN,NS5,27279,18169
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,NS5,15621,10450
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,DT8,2001,1449
2023-08,WEEKDAY,10,TRAIN,DT8,5599,2949
2023-08,WEEKDAY,13,TRAIN,EW22,12232,15665
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW22,2720,2707
2023-08,WEEKDAY,7,TRAIN,NS9/TE2,168204,82815
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,17987,13733
2023-08,WEEKDAY,0,TRAIN,TE4,91,196
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,TE4,74,94
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,BP11,50,343
2023-08,WEEKDAY,23,TRAIN,BP11,203,1292
2023-08,WEEKDAY,11,TRAIN,EW2/DT32,44842,40078
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,EW2/DT32,25939,22053
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,BP4,877,783
2023-08,WEEKDAY,13,TRAIN,BP4,3776,5563
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,EW8/CC9,9228,18964
2023-08,WEEKDAY,8,TRAIN,EW8/CC9,56963,105861
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,DT10/TE11,56,14
2023-08,WEEKDAY,5,TRAIN,DT10/TE11,267,125
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,DT22,8895,7748
2023-08,WEEKDAY,19,TRAIN,DT22,13535,21620
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,NS24/NE6/CC1,26706,22791
2023-08,WEEKDAY,16,TRAIN,NS24/NE6/CC1,44445,34536
2023-08,WEEKDAY,0,TRAIN,NS7,661,2402
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,NS7,853,1327
2023-08,WEEKDAY,17,TRAIN,TE7,12053,7953
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,TE7,2799,2372
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,EW2/DT32,13485,9820
2023-08,WEEKDAY,7,TRAIN,EW2/DT32,132187,64621
2023-08,WEEKDAY,21,TRAIN,NS9/TE2,44333,77625
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,NS9/TE2,21683,28281
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,CC24,1906,5210
2023-08,WEEKDAY,8,TRAIN,CC24,8818,123992
2023-08,WEEKDAY,5,TRAIN,NE15,5399,321
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE15,795,27
2023-08,WEEKDAY,18,TRAIN,EW19,43323,54583
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,EW19,7806,8544
2023-08,WEEKDAY,20,TRAIN,BP9,1236,2997
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,BP9,453,863
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,BP10,310,1510
2023-08,WEEKDAY,22,TRAIN,BP10,998,3980
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,EW8/CC9,15146,11063
2023-08,WEEKDAY,22,TRAIN,EW8/CC9,36901,26200
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,NS27/CE2/TE20,5003,1461
2023-08,WEEKDAY,21,TRAIN,NS27/CE2/TE20,5419,2507
2023-08,WEEKDAY,6,TRAIN,PE1,6532,1839
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,PE1,717,157
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NS15,6964,5387
2023-08,WEEKDAY,8,TRAIN,NS15,39230,97441
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,TE19,1546,1130
2023-08,WEEKDAY,16,TRAIN,TE19,9723,2766
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,SW7,52,768
2023-08,WEEKDAY,23,TRAIN,SW7,131,1761
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,DT3,1580,3917
2023-08,WEEKDAY,20,TRAIN,DT3,3240,12457
2023-08,WEEKDAY,12,TRAIN,CC12,8221,4462
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,CC12,4323,2277
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,CC19/DT9,5571,5487
2023-08,WEEKDAY,12,TRAIN,CC19/DT9,8764,7658
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,BP8,755,639
2023-08,WEEKDAY,12,TRAIN,BP8,1454,1400
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,EW28,14879,14801
2023-08,WEEKDAY,18,TRAIN,EW28,64315,75123
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,BP2,1830,801
2023-08,WEEKDAY,10,TRAIN,BP2,3337,1083
2023-08,WEEKDAY,23,TRAIN,EW20,1827,6119
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,EW20,715,2815
2023-08,WEEKDAY,11,TRAIN,DT20,6358,5163
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,DT20,2919,3009
2023-08,WEEKDAY,14,TRAIN,TE7,5608,5819
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,TE7,2543,2454
2023-08,WEEKDAY,9,TRAIN,NE11,15479,12317
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NE11,4893,4177
2023-08,WEEKDAY,18,TRAIN,DT13,28639,21665
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,DT13,7912,5785
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,DT7,2045,2095
2023-08,WEEKDAY,13,TRAIN,DT7,4032,4610
2023-08,WEEKDAY,17,TRAIN,NS17/CC15,72745,78675
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NS17/CC15,22485,23218
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CC12,1638,1538
2023-08,WEEKDAY,7,TRAIN,CC12,19203,28389
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,NS15,5601,6111
2023-08,WEEKDAY,19,TRAIN,NS15,37446,28748
2023-08,WEEKDAY,6,TRAIN,TE4,4412,4083
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,TE4,571,688
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,DT8,6,79
2023-08,WEEKDAY,0,TRAIN,DT8,12,212
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,DT7,758,1804
2023-08,WEEKDAY,7,TRAIN,DT7,6948,16208
2023-08,WEEKDAY,14,TRAIN,NS14,24891,24339
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NS14,14264,12332
2023-08,WEEKDAY,13,TRAIN,PW3,1259,1188
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,PW3,442,424
2023-08,WEEKDAY,14,TRAIN,DT23,2989,3584
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,DT23,1459,1981
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,PE5,1989,536
2023-08,WEEKDAY,7,TRAIN,PE5,25578,8883
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,CC2,2030,1721
2023-08,WEEKDAY,20,TRAIN,CC2,6618,3677
2023-08,WEEKDAY,21,TRAIN,PW4,3892,5863
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,PW4,2032,2192
2023-08,WEEKDAY,20,TRAIN,CC6,14164,6523
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,CC6,9859,3329
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,PW3,701,228
2023-08,WEEKDAY,10,TRAIN,PW3,1183,487
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,TE3,1992,3592
2023-08,WEEKDAY,19,TRAIN,TE3,8187,21973
2023-08,WEEKDAY,17,TRAIN,CC5,14173,5605
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,CC5,4421,3096
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,BP2,1905,862
2023-08,WEEKDAY,11,TRAIN,BP2,2922,1254
2023-08,WEEKDAY,7,TRAIN,CG1/DT35,3601,33519
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CG1/DT35,1126,4237
2023-08,WEEKDAY,10,TRAIN,EW24/NS1,30607,68303
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,EW24/NS1,16630,36329
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE5,118,2
2023-08,WEEKDAY,5,TRAIN,NE5,273,11
2023-08,WEEKDAY,17,TRAIN,NS4/BP1,65149,81403
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NS4/BP1,18997,22351
2023-08,WEEKDAY,10,TRAIN,DT3,9181,2906
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,DT3,5653,1847
2023-08,WEEKDAY,5,TRAIN,TE7,616,252
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,TE7,70,24
2023-08,WEEKDAY,23,TRAIN,BP10,260,1991
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,BP10,96,470
2023-08,WEEKDAY,9,TRAIN,CC2,2596,19828
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,CC2,1213,3067
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW2/DT32,29084,27895
2023-08,WEEKDAY,13,TRAIN,EW2/DT32,52302,51502
2023-08,WEEKDAY,18,TRAIN,NS15,82675,39899
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,NS15,6132,7614
2023-08,WEEKDAY,21,TRAIN,NE17/PTC,33368,48571
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,NE17/PTC,15491,19223
2023-08,WEEKDAY,13,TRAIN,SW4,2005,3141
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,SW4,1105,1160
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,EW22,816,663
2023-08,WEEKDAY,6,TRAIN,EW22,6698,7033
2023-08,WEEKDAY,12,TRAIN,DT28,8610,5927
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,DT28,5209,2715
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,TE8,1521,1943
2023-08,WEEKDAY,7,TRAIN,TE8,13162,7298
2023-08,WEEKDAY,9,TRAIN,EW8/CC9,36090,81605
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,EW8/CC9,13311,34333
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,NE16/STC,11819,5096
2023-08,WEEKDAY,7,TRAIN,NE16/STC,129841,38789
2023-08,WEEKDAY,14,TRAIN,PE5,5541,6450
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,PE5,2326,2622
2023-08,WEEKDAY,23,TRAIN,EW7,1991,9322
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,EW7,1021,4124
2023-08,WEEKDAY,23,TRAIN,TE7,375,2521
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,TE7,148,1065
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,NE10,7281,7298
2023-08,WEEKDAY,16,TRAIN,NE10,18053,17693
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,BP4,870,812
2023-08,WEEKDAY,14,TRAIN,BP4,5811,2772
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,EW8/CC9,5566,3693
2023-08,WEEKDAY,6,TRAIN,EW8/CC9,27507,20051
2023-08,WEEKDAY,12,TRAIN,NE15,18250,13270
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,NE15,12138,7917
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NS12,6900,6465
2023-08,WEEKDAY,15,TRAIN,NS12,9776,14425
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,NS11,466,4385
2023-08,WEEKDAY,0,TRAIN,NS11,885,8158
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,EW6,6209,7900
2023-08,WEEKDAY,18,TRAIN,EW6,20043,40592
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,NS4/BP1,7069,16580
2023-08,WEEKDAY,22,TRAIN,NS4/BP1,15288,36645
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,NS17/CC15,9512,6593
2023-08,WEEKDAY,7,TRAIN,NS17/CC15,93102,63048
2023-08,WEEKDAY,11,TRAIN,TE5,4159,1855
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,TE5,2418,1094
2023-08,WEEKDAY,7,TRAIN,EW14/NS26,6038,92771
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,EW14/NS26,1512,6199
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,SW5,2697,3634
2023-08,WEEKDAY,20,TRAIN,SW5,5920,11730
2023-08,WEEKDAY,15,TRAIN,NS9/TE2,45795,67760
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NS9/TE2,26151,27767
2023-08,WEEKDAY,5,TRAIN,NS9/TE2,24409,8866
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NS9/TE2,3688,1836
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,CC17/TE9,2567,1817
2023-08,WEEKDAY,12,TRAIN,CC17/TE9,7076,4038
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,EW17,9360,7526
2023-08,WEEKDAY,8,TRAIN,EW17,73591,43970
2023-08,WEEKDAY,19,TRAIN,EW32,10483,6363
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,EW32,2145,3972
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,NS5,13942,12565
2023-08,WEEKDAY,13,TRAIN,NS5,26581,22217
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,DT30,3354,2931
2023-08,WEEKDAY,14,TRAIN,DT30,6264,6273
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,DT30,3328,3592
2023-08,WEEKDAY,16,TRAIN,DT30,5740,9568
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,CC17/TE9,2306,2183
2023-08,WEEKDAY,16,TRAIN,CC17/TE9,9977,6899
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,NS4/BP1,18534,17873
2023-08,WEEKDAY,13,TRAIN,NS4/BP1,34066,34561
2023-08,WEEKDAY,13,TRAIN,DT34,3904,4732
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,DT34,2291,1574
2023-08,WEEKDAY,0,TRAIN,DT27,59,721
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,DT27,18,323
2023-08,WEEKDAY,12,TRAIN,SW3,2613,2267
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,SW3,1287,882
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,BP8,732,708
2023-08,WEEKDAY,15,TRAIN,BP8,1687,1732
2023-08,WEEKDAY,20,TRAIN,DT33,7617,34559
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,DT33,3159,9488
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,NE5,5918,1740
2023-08,WEEKDAY,23,TRAIN,NE5,13499,3181
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,DT21,5450,3864
2023-08,WEEKDAY,18,TRAIN,DT21,28014,19378
2023-08,WEEKDAY,11,TRAIN,SW6,4086,2180
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,SW6,2219,1021
2023-08,WEEKDAY,19,TRAIN,SW2,4336,9436
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,SW2,1835,2098
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,EW14/NS26,13006,15940
2023-08,WEEKDAY,19,TRAIN,EW14/NS26,171763,31868
2023-08,WEEKDAY,16,TRAIN,DT34,7208,4150
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,DT34,2005,1586
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,NS2,7502,14620
2023-08,WEEKDAY,20,TRAIN,NS2,19088,44646
2023-08,WEEKDAY,20,TRAIN,NS9/TE2,47171,92804
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,NS9/TE2,22663,28956
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,NS24/NE6/CC1,11281,20757
2023-08,WEEKDAY,11,TRAIN,NS24/NE6/CC1,22124,38202
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,NS4/BP1,3176,9459
2023-08,WEEKDAY,23,TRAIN,NS4/BP1,6867,19081
2023-08,WEEKDAY,19,TRAIN,SE4,2988,9839
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,SE4,1011,1881
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NS9/TE2,26639,28177
2023-08,WEEKDAY,14,TRAIN,NS9/TE2,45593,57705
2023-08,WEEKDAY,17,TRAIN,SW7,3530,4268
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,SW7,1282,1181
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,SW7,1622,389
2023-08,WEEKDAY,8,TRAIN,SW7,8682,1732
2023-08,WEEKDAY,9,TRAIN,NS16,69324,37827
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NS16,24733,14257
2023-08,WEEKDAY,6,TRAIN,TE15,2088,2507
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,TE15,316,474
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NE17/PTC,22778,16366
2023-08,WEEKDAY,10,TRAIN,NE17/PTC,40390,27136
2023-08,WEEKDAY,8,TRAIN,PE1,11988,1992
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,PE1,1966,567
2023-08,WEEKDAY,17,TRAIN,EW19,33779,30703
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,EW19,9302,8570
2023-08,WEEKDAY,8,TRAIN,EW25,39268,10481
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,EW25,4840,2906
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,CC12,3019,3033
2023-08,WEEKDAY,18,TRAIN,CC12,14176,16275
2023-08,WEEKDAY,20,TRAIN,EW22,11300,7906
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,EW22,1259,2965
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,EW4,9946,3886
2023-08,WEEKDAY,10,TRAIN,EW4,17219,7089
